image_id,chain_type,condition,instruction,pre_clip_score,post_clip_score,adherence_gain
000000260106.jpg,global,masked_conditioning,make it look like a painting,0.19584052695818654,0.22129365836483744,0.025453131406650897
000000376278.jpg,object_level,baseline,add a tree in the background,0.19337067366970137,0.21977075291839915,0.026400079248697778
000000376278.jpg,object_level,region_locking,add a tree in the background,0.19337067366970137,0.1944409151439833,0.0010702414742819188
000000376278.jpg,object_level,masked_conditioning,add a tree in the background,0.19337067366970137,0.23240380798894958,0.03903313431924821
000000376278.jpg,global,baseline,make it look like a winter scene with light snow,0.16710495842876788,0.2908512852994579,0.12374632687069004
000000376278.jpg,global,region_locking,make it look like a winter scene with light snow,0.16710495842876788,0.18100557900746206,0.013900620578694178
000000376278.jpg,global,masked_conditioning,make it look like a winter scene with light snow,0.16710495842876788,0.19113154779160785,0.024026589362839967
000000547144.jpg,object_level,baseline,change the desktop wallpaper on the CRT monitor to a photo of mountains,0.25203192860291324,0.31295242784396493,0.060920499241051695
000000547144.jpg,object_level,region_locking,change the desktop wallpaper on the CRT monitor to a photo of mountains,0.25203192860291324,0.2792180393812318,0.027186110778318562
000000547144.jpg,object_level,masked_conditioning,change the desktop wallpaper on the CRT monitor to a photo of mountains,0.25203192860291324,0.2646521706177172,0.01262024201480394
000000547144.jpg,global,baseline,make it look like a sketch drawing,0.16538661277534047,0.2547973228116356,0.08941071003629511
000000547144.jpg,global,region_locking,make it look like a sketch drawing,0.16538661277534047,0.16994538708144993,0.004558774306109459
000000547144.jpg,global,masked_conditioning,make it look like a sketch drawing,0.16538661277534047,0.18456512129410413,0.019178508518763654
000000290081.jpg,object_level,baseline,remove one orange from the bowl,0.31356248806653797,0.21628877996287801,-0.09727370810365996
000000290081.jpg,object_level,region_locking,remove one orange from the bowl,0.31356248806653797,0.2922516591973836,-0.021310828869154363
000000290081.jpg,object_level,masked_conditioning,remove one orange from the bowl,0.31356248806653797,0.266094062083458,-0.04746842598307999
000000290081.jpg,global,baseline,"add a warm, cozy autumn atmosphere",0.21395603992255527,0.24009347594990568,0.026137436027350414
000000290081.jpg,global,region_locking,"add a warm, cozy autumn atmosphere",0.21395603992255527,0.221741753090647,0.007785713168091735
000000290081.jpg,global,masked_conditioning,"add a warm, cozy autumn atmosphere",0.21395603992255527,0.23419172335153052,0.02023568342897525
000000365207.jpg,object_level,baseline,remove the black car in the background,0.2616255410230481,0.25750766944812753,-0.004117871574920551
000000365207.jpg,object_level,region_locking,remove the black car in the background,0.2616255410230481,0.27224710454769696,0.01062156352464888
000000365207.jpg,object_level,masked_conditioning,remove the black car in the background,0.2616255410230481,0.2574379560027879,-0.004187585020260176
000000365207.jpg,global,baseline,make the photo look like an old film photograph,0.19920177282396603,0.23242141631119692,0.03321964348723089
000000365207.jpg,global,region_locking,make the photo look like an old film photograph,0.19920177282396603,0.19930192200619776,0.00010014918223172353
000000365207.jpg,global,masked_conditioning,make the photo look like an old film photograph,0.19920177282396603,0.18499807217510517,-0.014203700648860867
000000370900.jpg,object_level,baseline,change the bears' fur color to light brown,0.2318033543974146,0.303335796123167,0.07153244172575243
000000370900.jpg,object_level,region_locking,change the bears' fur color to light brown,0.2318033543974146,0.22712288019463586,-0.004680474202778728
000000370900.jpg,object_level,masked_conditioning,change the bears' fur color to light brown,0.2318033543974146,0.2332495175894113,0.0014461631919966966
000000370900.jpg,global,baseline,turn the background into a starry night sky,0.14990430382463363,0.2719819243880056,0.12207762056337199
000000370900.jpg,global,region_locking,turn the background into a starry night sky,0.14990430382463363,0.15921828190597986,0.009313978081346236
000000370900.jpg,global,masked_conditioning,turn the background into a starry night sky,0.14990430382463363,0.1446723450789976,-0.005231958745636034
000000015440.jpg,object_level,baseline,change the bus color to yellow,0.20630395226395995,0.23517139105499119,0.028867438791031236
000000015440.jpg,object_level,region_locking,change the bus color to yellow,0.20630395226395995,0.198676533045908,-0.007627419218051962
000000015440.jpg,object_level,masked_conditioning,change the bus color to yellow,0.20630395226395995,0.23796618008861492,0.03166222782465497
000000015440.jpg,global,baseline,make the lighting look like early morning,0.22398791169326204,0.2257821002297819,0.0017941885365198584
000000015440.jpg,global,region_locking,make the lighting look like early morning,0.22398791169326204,0.22593742264261268,0.0019495109493506413
000000015440.jpg,global,masked_conditioning,make the lighting look like early morning,0.22398791169326204,0.23069150412728529,0.006703592434023242
000000376365.jpg,object_level,baseline,remove the candle glass next to the vase,0.289487880998116,0.23328093694472238,-0.05620694405339363
000000376365.jpg,object_level,region_locking,remove the candle glass next to the vase,0.289487880998116,0.26613636498609267,-0.023351516012023343
000000376365.jpg,object_level,masked_conditioning,remove the candle glass next to the vase,0.289487880998116,0.24528321581142273,-0.044204665186693276
000000376365.jpg,global,baseline,make it look like a painting,0.21137996213749657,0.24997222131748176,0.03859225917998518
000000376365.jpg,global,region_locking,make it look like a painting,0.21137996213749657,0.20273251203125753,-0.008647450106239046
000000376365.jpg,global,masked_conditioning,make it look like a painting,0.21137996213749657,0.20113661755265433,-0.010243344584842246
000000362716.jpg,object_level,baseline,add a wristband on his other wrist,0.19157452764469354,0.27911614579939437,0.08754161815470082
000000362716.jpg,object_level,region_locking,add a wristband on his other wrist,0.19157452764469354,0.193778460991803,0.0022039333471094436
000000362716.jpg,object_level,masked_conditioning,add a wristband on his other wrist,0.19157452764469354,0.2147857686448268,0.023211241000133248
000000362716.jpg,global,baseline,add golden sunset lighting,0.13022447279085939,0.1978414122981247,0.06761693950726533
000000362716.jpg,global,region_locking,add golden sunset lighting,0.13022447279085939,0.13094922794358257,0.0007247551527231888
000000362716.jpg,global,masked_conditioning,add golden sunset lighting,0.13022447279085939,0.16387718315066585,0.033652710359806465
000000414170.jpg,object_level,baseline,change the trees to autumn colors,0.15638028232582993,0.24233985118678827,0.08595956886095835
000000414170.jpg,object_level,region_locking,change the trees to autumn colors,0.15638028232582993,0.17185923587567942,0.015478953549849489
000000414170.jpg,object_level,masked_conditioning,change the trees to autumn colors,0.15638028232582993,0.1784774073458881,0.022097125020058173
000000414170.jpg,global,baseline,make it look like early morning fog,0.13374364548680245,0.23483293188970347,0.10108928640290102
000000414170.jpg,global,region_locking,make it look like early morning fog,0.13374364548680245,0.1316880979585418,-0.0020555475282606483
000000414170.jpg,global,masked_conditioning,make it look like early morning fog,0.13374364548680245,0.1670003234278734,0.033256677941070956
000000521719.jpg,object_level,baseline,change the wooden post color to green,0.19901289441500442,0.2341880715060737,0.03517517709106929
000000521719.jpg,object_level,region_locking,change the wooden post color to green,0.19901289441500442,0.1988826335835047,-0.00013026083149972334
000000521719.jpg,object_level,masked_conditioning,change the wooden post color to green,0.19901289441500442,0.24999328443535226,0.05098039002034785
000000521719.jpg,global,baseline,add golden sunset lighting,0.1615382188347573,0.2262077123985329,0.0646694935637756
000000521719.jpg,global,region_locking,add golden sunset lighting,0.1615382188347573,0.16530283854932948,0.003764619714572176
000000521719.jpg,global,masked_conditioning,add golden sunset lighting,0.1615382188347573,0.19359904593704058,0.03206082710228328
000000428218.jpg,object_level,baseline,add a dog jumping to catch the frisbee,0.25940526900784044,0.24706890468720064,-0.012336364320639809
000000428218.jpg,object_level,region_locking,add a dog jumping to catch the frisbee,0.25940526900784044,0.25437388352299106,-0.005031385484849382
000000428218.jpg,object_level,masked_conditioning,add a dog jumping to catch the frisbee,0.25940526900784044,0.2190812848701246,-0.040323984137715846
000000428218.jpg,global,baseline,turn the photo into a black and white photo,0.20308663241796646,0.2648328182927199,0.06174618587475342
000000428218.jpg,global,region_locking,turn the photo into a black and white photo,0.20308663241796646,0.21528066743225963,0.01219403501429317
000000428218.jpg,global,masked_conditioning,turn the photo into a black and white photo,0.20308663241796646,0.24347640017755331,0.04038976775958686
000000094336.jpg,object_level,baseline,remove the cat's whiskers,0.24153960056942111,0.2284085276671203,-0.013131072902300811
000000094336.jpg,object_level,region_locking,remove the cat's whiskers,0.24153960056942111,0.2548145142076157,0.01327491363819458
000000094336.jpg,object_level,masked_conditioning,remove the cat's whiskers,0.24153960056942111,0.20842648177882103,-0.03311311879060008
000000094336.jpg,global,baseline,make the bathroom look brighter and more modern,0.23653031107436986,0.29259304411344644,0.05606273303907658
000000094336.jpg,global,region_locking,make the bathroom look brighter and more modern,0.23653031107436986,0.24388487107340975,0.007354559999039889
000000094336.jpg,global,masked_conditioning,make the bathroom look brighter and more modern,0.23653031107436986,0.25401288205194494,0.01748257097757508
000000384670.jpg,object_level,baseline,add a tennis ball on the ground,0.2586856761183751,0.2701221743954322,0.011436498277057061
000000384670.jpg,object_level,region_locking,add a tennis ball on the ground,0.2586856761183751,0.272521448261768,0.013835772143392877
000000384670.jpg,object_level,masked_conditioning,add a tennis ball on the ground,0.2586856761183751,0.25357062099614025,-0.005115055122234868
000000384670.jpg,global,baseline,add golden sunset lighting,0.14617240465385678,0.24582264939346776,0.09965024473961098
000000384670.jpg,global,region_locking,add golden sunset lighting,0.14617240465385678,0.17820286846713357,0.03203046381327679
000000384670.jpg,global,masked_conditioning,add golden sunset lighting,0.14617240465385678,0.20541326575594562,0.05924086110208884
000000021903.jpg,object_level,baseline,add a hat on the man,0.19012582787936105,0.1868052714813371,-0.0033205563980239494
000000021903.jpg,object_level,region_locking,add a hat on the man,0.19012582787936105,0.187823286069833,-0.002302541809528047
000000021903.jpg,object_level,masked_conditioning,add a hat on the man,0.19012582787936105,0.203901999306323,0.013776171426961942
000000021903.jpg,global,baseline,add golden sunset lighting through the trees,0.16235121192680696,0.2739181980723057,0.11156698614549876
000000021903.jpg,global,region_locking,add golden sunset lighting through the trees,0.16235121192680696,0.16322374475615084,0.0008725328293438805
000000021903.jpg,global,masked_conditioning,add golden sunset lighting through the trees,0.16235121192680696,0.17580779856511125,0.013456586638304291
000000507575.jpg,object_level,baseline,change the monitor's wallpaper to a purple nebula,0.22213238828182977,0.2974835339466527,0.07535114566482295
000000507575.jpg,object_level,region_locking,change the monitor's wallpaper to a purple nebula,0.22213238828182977,0.23398093213943713,0.011848543857607363
000000507575.jpg,object_level,masked_conditioning,change the monitor's wallpaper to a purple nebula,0.22213238828182977,0.253427977217074,0.03129558893524423
000000507575.jpg,global,baseline,make it look like a sketch drawing,0.20735275190964617,0.23120785250315798,0.023855100593511813
000000507575.jpg,global,region_locking,make it look like a sketch drawing,0.20735275190964617,0.20582502140005418,-0.0015277305095919846
000000507575.jpg,global,masked_conditioning,make it look like a sketch drawing,0.20735275190964617,0.21162822289178285,0.004275470982136681
000000320642.jpg,object_level,baseline,change the neon sign's color to blue,0.18941612390120607,0.25032362045089945,0.06090749654969338
000000320642.jpg,object_level,region_locking,change the neon sign's color to blue,0.18941612390120607,0.20557722294108677,0.016161099039880694
000000320642.jpg,object_level,masked_conditioning,change the neon sign's color to blue,0.18941612390120607,0.20043326614683904,0.011017142245632966
000000320642.jpg,global,baseline,"add a warm, festive atmosphere",0.2052917841287134,0.2537666499727954,0.048474865844082005
000000320642.jpg,global,region_locking,"add a warm, festive atmosphere",0.2052917841287134,0.2039398198974334,-0.0013519642312800062
000000320642.jpg,global,masked_conditioning,"add a warm, festive atmosphere",0.2052917841287134,0.2068831333593609,0.001591349230647493
000000034760.jpg,object_level,baseline,change the toilet lid color to black,0.21670194192632797,0.22492098773076066,0.008219045804432695
000000034760.jpg,object_level,region_locking,change the toilet lid color to black,0.21670194192632797,0.23005197309088457,0.013350031164556603
000000034760.jpg,object_level,masked_conditioning,change the toilet lid color to black,0.21670194192632797,0.27639495663346475,0.05969301470713678
000000034760.jpg,global,baseline,make it look like an old vintage photograph,0.18657273730704377,0.2488686711976728,0.06229593389062904
000000034760.jpg,global,region_locking,make it look like an old vintage photograph,0.18657273730704377,0.1817558398567961,-0.004816897450247659
000000034760.jpg,global,masked_conditioning,make it look like an old vintage photograph,0.18657273730704377,0.2137443549673538,0.027171617660310038
000000110638.jpg,object_level,baseline,add a puddle of water on the sand,0.21057121179792987,0.2192836603412662,0.008712448543336332
000000110638.jpg,object_level,region_locking,add a puddle of water on the sand,0.21057121179792987,0.2130921380065675,0.0025209262086376416
000000110638.jpg,object_level,masked_conditioning,add a puddle of water on the sand,0.21057121179792987,0.2358866925032808,0.025315480705350918
000000110638.jpg,global,baseline,add golden sunset lighting,0.15160886208743682,0.2426256038808213,0.09101674179338448
000000110638.jpg,global,region_locking,add golden sunset lighting,0.15160886208743682,0.1406853861135699,-0.01092347597386692
000000110638.jpg,global,masked_conditioning,add golden sunset lighting,0.15160886208743682,0.2020776917966356,0.050468829709198776
000000174231.jpg,object_level,baseline,add a coffee mug on the table,0.23541549175585474,0.23057876322321122,-0.004836728532643525
000000174231.jpg,object_level,region_locking,add a coffee mug on the table,0.23541549175585474,0.2524235982712333,0.01700810651537854
000000174231.jpg,object_level,masked_conditioning,add a coffee mug on the table,0.23541549175585474,0.23567548482570655,0.0002599930698518049
000000174231.jpg,global,baseline,make the wall color light blue,0.1693904725963434,0.26374506870176034,0.09435459610541694
000000174231.jpg,global,region_locking,make the wall color light blue,0.1693904725963434,0.1771009492316939,0.007710476635350488
000000174231.jpg,global,masked_conditioning,make the wall color light blue,0.1693904725963434,0.23293881532395558,0.06354834272761217
000000164883.jpg,object_level,baseline,add glasses on the man,0.25652147071112646,0.23884108355159211,-0.01768038715953435
000000164883.jpg,object_level,region_locking,add glasses on the man,0.25652147071112646,0.2608792857877791,0.004357815076652616
000000164883.jpg,object_level,masked_conditioning,add glasses on the man,0.25652147071112646,0.24911132498267544,-0.007410145728451029
000000164883.jpg,global,baseline,turn the photo into a black and white photo,0.2110095863582723,0.2512833274265185,0.04027374106824619
000000164883.jpg,global,region_locking,turn the photo into a black and white photo,0.2110095863582723,0.209673660826592,-0.0013359255316802987
000000164883.jpg,global,masked_conditioning,turn the photo into a black and white photo,0.2110095863582723,0.2691414386148679,0.05813185225659559
000000205333.jpg,object_level,baseline,add a dog standing next to the skier,0.27373698294803994,0.324048001443469,0.05031101849542907
000000205333.jpg,object_level,region_locking,add a dog standing next to the skier,0.27373698294803994,0.28572392173153427,0.011986938783494328
000000205333.jpg,object_level,masked_conditioning,add a dog standing next to the skier,0.27373698294803994,0.3267711051163012,0.053034122168261255
000000205333.jpg,global,baseline,add heavy falling snow,0.2458785898187702,0.265726429591781,0.0198478397730108
000000205333.jpg,global,region_locking,add heavy falling snow,0.2458785898187702,0.24318786556195224,-0.0026907242568179612
000000205333.jpg,global,masked_conditioning,add heavy falling snow,0.2458785898187702,0.20281292654371222,-0.04306566327505798
000000175251.jpg,object_level,baseline,add a small towel around the child's shoulders,0.24400634452841954,0.20814062791702398,-0.035865716611395565
000000175251.jpg,object_level,region_locking,add a small towel around the child's shoulders,0.24400634452841954,0.25402961070655056,0.010023266178131013
000000175251.jpg,object_level,masked_conditioning,add a small towel around the child's shoulders,0.24400634452841954,0.25184654661882633,0.007840202090406784
000000175251.jpg,global,baseline,make the bathroom tiles blue,0.1900546665770412,0.31744002435649443,0.12738535777945323
000000175251.jpg,global,region_locking,make the bathroom tiles blue,0.1900546665770412,0.19126724065386855,0.001212574076827344
000000175251.jpg,global,masked_conditioning,make the bathroom tiles blue,0.1900546665770412,0.21197898868290996,0.021924322105868754
000000002532.jpg,object_level,baseline,add a backpack on the skier,0.25835465579313477,0.2629824788109072,0.0046278230177724256
000000002532.jpg,object_level,region_locking,add a backpack on the skier,0.25835465579313477,0.2632284686650293,0.004873812871894534
000000002532.jpg,object_level,masked_conditioning,add a backpack on the skier,0.25835465579313477,0.26456698359248737,0.006212327799352602
000000002532.jpg,global,baseline,add heavy falling snow,0.2301539672303068,0.23884670195536925,0.008692734725062462
000000002532.jpg,global,region_locking,add heavy falling snow,0.2301539672303068,0.2454601844758615,0.015306217245554699
000000002532.jpg,global,masked_conditioning,add heavy falling snow,0.2301539672303068,0.23164715741741743,0.0014931901871106379
000000201072.jpg,object_level,baseline,add a wristband on his left wrist,0.18922524999227242,0.1734985525370056,-0.015726697455266808
000000201072.jpg,object_level,region_locking,add a wristband on his left wrist,0.18922524999227242,0.19258717090461347,0.0033619209123410543
000000201072.jpg,object_level,masked_conditioning,add a wristband on his left wrist,0.18922524999227242,0.20868441274731298,0.01945916275504056
000000201072.jpg,global,baseline,add golden sunset lighting,0.15337799317287645,0.20832182007502512,0.05494382690214866
000000201072.jpg,global,region_locking,add golden sunset lighting,0.15337799317287645,0.15906542625632522,0.005687433083448767
000000201072.jpg,global,masked_conditioning,add golden sunset lighting,0.15337799317287645,0.18118681715957455,0.027808823986698095
000000063047.jpg,object_level,baseline,change the paper bag to a blue bag,0.20923394231274295,0.23750306547504846,0.02826912316230551
000000063047.jpg,object_level,region_locking,change the paper bag to a blue bag,0.20923394231274295,0.23370498818909655,0.024471045876353598
000000063047.jpg,object_level,masked_conditioning,change the paper bag to a blue bag,0.20923394231274295,0.2333412343334702,0.024107292020727256
000000063047.jpg,global,baseline,make it look like an old vintage photograph,0.19464377314187123,0.24600950778549624,0.05136573464362501
000000063047.jpg,global,region_locking,make it look like an old vintage photograph,0.19464377314187123,0.2004819451863962,0.00583817204452497
000000063047.jpg,global,masked_conditioning,make it look like an old vintage photograph,0.19464377314187123,0.19741863413304933,0.002774860991178102
000000139077.jpg,object_level,baseline,change the TV game's background color to purple,0.25021880175649197,0.24632514215201362,-0.00389365960447835
000000139077.jpg,object_level,region_locking,change the TV game's background color to purple,0.25021880175649197,0.26487079322366164,0.014651991467169667
000000139077.jpg,object_level,masked_conditioning,change the TV game's background color to purple,0.25021880175649197,0.27479608252473403,0.02457728076824206
000000139077.jpg,global,baseline,turn the photo into a black and white photo,0.1882857163817516,0.2526906168372638,0.0644049004555122
000000139077.jpg,global,region_locking,turn the photo into a black and white photo,0.1882857163817516,0.19506078576445396,0.0067750693827023645
000000139077.jpg,global,masked_conditioning,turn the photo into a black and white photo,0.1882857163817516,0.22344188584081612,0.035156169459064524
000000402473.jpg,object_level,baseline,add a bow tie on the tabby cat,0.2403498854652193,0.28672453533173986,0.04637464986652057
000000402473.jpg,object_level,region_locking,add a bow tie on the tabby cat,0.2403498854652193,0.25168564899908186,0.011335763533862564
000000402473.jpg,object_level,masked_conditioning,add a bow tie on the tabby cat,0.2403498854652193,0.23636076070975623,-0.003989124755463064
000000402473.jpg,global,baseline,add warm golden lighting,0.19291571272040564,0.21852897084691264,0.025613258126507
000000402473.jpg,global,region_locking,add warm golden lighting,0.19291571272040564,0.19579496667980298,0.0028792539593973376
000000402473.jpg,global,masked_conditioning,add warm golden lighting,0.19291571272040564,0.21792326097214212,0.025007548251736483
000000079014.jpg,object_level,baseline,change his shirt color to blue,0.20041977202439337,0.22938653034580778,0.028966758321414404
000000079014.jpg,object_level,region_locking,change his shirt color to blue,0.20041977202439337,0.19814716657052853,-0.0022726054538648455
000000079014.jpg,object_level,masked_conditioning,change his shirt color to blue,0.20041977202439337,0.21981338932854022,0.01939361730414685
000000079014.jpg,global,baseline,add golden sunset lighting,0.2048725008739338,0.22472466702900287,0.019852166155069073
000000079014.jpg,global,region_locking,add golden sunset lighting,0.2048725008739338,0.22552999423545156,0.02065749336151776
000000079014.jpg,global,masked_conditioning,add golden sunset lighting,0.2048725008739338,0.22920239680166582,0.02432989592773202
000000138954.jpg,object_level,baseline,change the plate color to blue,0.21065073284387287,0.23187925133213783,0.021228518488264958
000000138954.jpg,object_level,region_locking,change the plate color to blue,0.21065073284387287,0.20870404664235828,-0.0019466862015145858
000000138954.jpg,object_level,masked_conditioning,change the plate color to blue,0.21065073284387287,0.29261717758946637,0.0819664447455935
000000138954.jpg,global,baseline,"add a warm, cozy atmosphere",0.19899296800618532,0.19928823007764465,0.00029526207145932903
000000138954.jpg,global,region_locking,"add a warm, cozy atmosphere",0.19899296800618532,0.1989006248074005,-9.234319878481667e-05
000000138954.jpg,global,masked_conditioning,"add a warm, cozy atmosphere",0.19899296800618532,0.21705559274115543,0.018062624734970112
000000384808.jpg,object_level,baseline,change the towel color to blue,0.2516834169785136,0.24245570874314115,-0.009227708235372445
000000384808.jpg,object_level,region_locking,change the towel color to blue,0.2516834169785136,0.2797892704630351,0.028105853484521492
000000384808.jpg,object_level,masked_conditioning,change the towel color to blue,0.2516834169785136,0.2455197462333169,-0.006163670745196692
000000384808.jpg,global,baseline,make it look like an old vintage photograph,0.2044817028390635,0.23959385217291154,0.03511214933384804
000000384808.jpg,global,region_locking,make it look like an old vintage photograph,0.2044817028390635,0.22777573969848747,0.023294036859423967
000000384808.jpg,global,masked_conditioning,make it look like an old vintage photograph,0.2044817028390635,0.2244261551586249,0.019944452319561407
000000457559.jpg,object_level,baseline,add a goalpost in the background,0.25141840024427103,0.26272756763538824,0.011309167391117203
000000457559.jpg,object_level,region_locking,add a goalpost in the background,0.25141840024427103,0.25429542086742235,0.0028770206231513162
000000457559.jpg,object_level,masked_conditioning,add a goalpost in the background,0.25141840024427103,0.2498967806046387,-0.0015216196396323212
000000457559.jpg,global,baseline,add golden sunset lighting,0.13721919128856308,0.22661738151921063,0.08939819023064755
000000457559.jpg,global,region_locking,add golden sunset lighting,0.13721919128856308,0.13952373669944032,0.00230454541087724
000000457559.jpg,global,masked_conditioning,add golden sunset lighting,0.13721919128856308,0.13559199778924053,-0.0016271934993225545
000000407943.jpg,object_level,baseline,add a second umbrella beside it,0.23209326164710076,0.26308345698227015,0.03099019533516939
000000407943.jpg,object_level,region_locking,add a second umbrella beside it,0.23209326164710076,0.22942919473572257,-0.002664066911378188
000000407943.jpg,object_level,masked_conditioning,add a second umbrella beside it,0.23209326164710076,0.2095713660532595,-0.022521895593841268
000000407943.jpg,global,baseline,make it look like a painting,0.20577389448213157,0.21337408732833443,0.007600192846202863
000000407943.jpg,global,region_locking,make it look like a painting,0.20577389448213157,0.20226968242769652,-0.0035042120544350464
000000407943.jpg,global,masked_conditioning,make it look like a painting,0.20577389448213157,0.21562386112474616,0.009849966642614588
000000579635.jpg,object_level,baseline,change the surfer's wetsuit color to blue,0.2666342155814824,0.2648553508716182,-0.001778864709864214
000000579635.jpg,object_level,region_locking,change the surfer's wetsuit color to blue,0.2666342155814824,0.2709827007631001,0.004348485181617678
000000579635.jpg,object_level,masked_conditioning,change the surfer's wetsuit color to blue,0.2666342155814824,0.27200972694750314,0.005375511366020713
000000579635.jpg,global,baseline,"add a stormy, dramatic sky",0.18439431691355956,0.21786386493317011,0.03346954801961055
000000579635.jpg,global,region_locking,"add a stormy, dramatic sky",0.18439431691355956,0.19038730575359644,0.005992988840036878
000000579635.jpg,global,masked_conditioning,"add a stormy, dramatic sky",0.18439431691355956,0.21188592045446528,0.027491603540905712
000000125806.jpg,object_level,baseline,add a bird sitting on the fence,0.17820521503696274,0.19285845502550145,0.014653239988538708
000000125806.jpg,object_level,region_locking,add a bird sitting on the fence,0.17820521503696274,0.19154267963173077,0.013337464594768034
000000125806.jpg,object_level,masked_conditioning,add a bird sitting on the fence,0.17820521503696274,0.17765086860659166,-0.0005543464303710832
000000125806.jpg,global,baseline,add morning fog,0.17516337511078256,0.2278339805162219,0.05267060540543933
000000125806.jpg,global,region_locking,add morning fog,0.17516337511078256,0.17610482799768057,0.0009414528868980088
000000125806.jpg,global,masked_conditioning,add morning fog,0.17516337511078256,0.190331184120921,0.01516780901013845
000000314294.jpg,object_level,baseline,add tusks to the elephant,0.2637132457065767,0.2596982641969704,-0.00401498150960633
000000314294.jpg,object_level,region_locking,add tusks to the elephant,0.2637132457065767,0.2631108931331771,-0.0006023525733996338
000000314294.jpg,object_level,masked_conditioning,add tusks to the elephant,0.2637132457065767,0.2649797924374446,0.0012665467308678457
000000314294.jpg,global,baseline,add early morning fog,0.15925535799665433,0.2472643247331182,0.08800896673646388
000000314294.jpg,global,region_locking,add early morning fog,0.15925535799665433,0.16266102494320225,0.003405666946547925
000000314294.jpg,global,masked_conditioning,add early morning fog,0.15925535799665433,0.1539958179342727,-0.005259540062381635
000000426241.jpg,object_level,baseline,change the keyboard color to white,0.16975454905211743,0.1764063491861375,0.006651800134020086
000000426241.jpg,object_level,region_locking,change the keyboard color to white,0.16975454905211743,0.17422902398967102,0.004474474937553596
000000426241.jpg,object_level,masked_conditioning,change the keyboard color to white,0.16975454905211743,0.1872101229072987,0.01745557385518126
000000426241.jpg,global,baseline,make it look like a sketch drawing,0.19767965679331692,0.2484365472876402,0.050756890494323276
000000426241.jpg,global,region_locking,make it look like a sketch drawing,0.19767965679331692,0.20189987284869707,0.004220216055380144
000000426241.jpg,global,masked_conditioning,make it look like a sketch drawing,0.19767965679331692,0.209172595179765,0.011492938386448076
000000576566.jpg,object_level,baseline,change the skateboard's wheels to red,0.28225408300611415,0.2790131442734035,-0.003240938732710641
000000576566.jpg,object_level,region_locking,change the skateboard's wheels to red,0.28225408300611415,0.2861353160582364,0.003881233052122235
000000576566.jpg,object_level,masked_conditioning,change the skateboard's wheels to red,0.28225408300611415,0.2766480866417648,-0.0056059963643493305
000000576566.jpg,global,baseline,add rain falling,0.20477842465519325,0.19540361892229852,-0.009374805732894731
000000576566.jpg,global,region_locking,add rain falling,0.20477842465519325,0.2059937346908525,0.0012153100356592506
000000576566.jpg,global,masked_conditioning,add rain falling,0.20477842465519325,0.19965491463255128,-0.005123510022641969
000000449909.jpg,object_level,baseline,add a second giraffe standing behind the first,0.26277523830585964,0.24394264963404158,-0.018832588671818057
000000449909.jpg,object_level,region_locking,add a second giraffe standing behind the first,0.26277523830585964,0.25310974459757796,-0.00966549370828168
000000449909.jpg,object_level,masked_conditioning,add a second giraffe standing behind the first,0.26277523830585964,0.22344226596983469,-0.03933297233602495
000000449909.jpg,global,baseline,add early morning fog,0.1655200205324055,0.2578100141051985,0.092289993572793
000000449909.jpg,global,region_locking,add early morning fog,0.1655200205324055,0.16938030267376228,0.00386028214135678
000000449909.jpg,global,masked_conditioning,add early morning fog,0.1655200205324055,0.19970613556721922,0.034186115034813724
