image_id,chain_type,step,instruction,drift_score
000000034760.jpg,global,cumulative,,0.2938028549463556
000000110638.jpg,object_level,1,change the baby elephant's skin tone to lighter gray,0.039330095098287006
000000110638.jpg,object_level,2,add a small bird sitting on one of the adult elephant's backs,0.05284497913894844
000000110638.jpg,object_level,3,remove the rock in the foreground,0.06484878925706605
000000110638.jpg,object_level,4,add a puddle of water on the sand,0.032117967945110855
000000110638.jpg,object_level,cumulative,,0.18914183143941235
000000110638.jpg,global,1,make it a rainy day,0.11315176114590046
000000110638.jpg,global,2,make it look like early morning fog,0.09648055514821287
000000110638.jpg,global,3,turn the photo into a black and white photo,0.028555871937929207
000000110638.jpg,global,4,add golden sunset lighting,0.053910461156118604
000000110638.jpg,global,cumulative,,0.29209864938816116
000000174231.jpg,object_level,1,change the cat's fur to solid black,0.048729763748613854
000000174231.jpg,object_level,2,change the laptop's color to silver,0.022438485952683523
000000174231.jpg,object_level,3,remove the black chair,0.03796436766262723
000000174231.jpg,object_level,4,add a coffee mug on the table,0.02304071659530201
000000174231.jpg,object_level,cumulative,,0.13217333395922662
000000174231.jpg,global,1,"make the room lighting warmer, like evening light",0.12030202606176317
000000174231.jpg,global,2,turn the photo into a black and white photo,0.07660669051227431
000000174231.jpg,global,3,make it look like an old vintage photograph,0.024316057146915458
000000174231.jpg,global,4,make the wall color light blue,0.0486707856091621
000000174231.jpg,global,cumulative,,0.269895559330115
000000164883.jpg,object_level,1,change the man's shirt to red,0.06481168676232835
000000164883.jpg,object_level,2,change the TV avatar's hair color to blonde,0.04826659110228406
000000164883.jpg,object_level,3,"remove the ""Quit"" button text",0.01399676565972235
000000164883.jpg,object_level,4,add glasses on the man,0.012398315523774125
000000164883.jpg,object_level,cumulative,,0.1394733590481089
000000164883.jpg,global,1,"make the room lighting dimmer, like night time",0.05753888155094373
000000164883.jpg,global,2,"make the whole scene look retro, like an old photograph",0.022090814441880182
000000164883.jpg,global,3,add colorful party lighting,0.054241126329704785
000000164883.jpg,global,4,turn the photo into a black and white photo,0.07603766460778477
000000164883.jpg,global,cumulative,,0.20990848693031347
000000205333.jpg,object_level,1,change the front skier's jacket to blue,0.022162189753208696
000000205333.jpg,object_level,2,remove the second skier in the distance,0.0904606115721805
000000205333.jpg,object_level,3,add a flag marker on the ski pole,
000000205333.jpg,object_level,4,add a dog standing next to the skier,0.06833964610349792
000000205333.jpg,object_level,cumulative,,0.18096244742888712
000000205333.jpg,global,1,make it a clear sunny day,0.08958906406170575
000000205333.jpg,global,2,make it look like sunset lighting,0.015530581591813086
000000205333.jpg,global,3,turn the photo into a black and white photo,0.11804677950189964
000000205333.jpg,global,4,add heavy falling snow,0.050528115510673245
000000205333.jpg,global,cumulative,,0.2736945406660917
000000175251.jpg,object_level,1,change the toothbrush color to blue,0.056880628938890926
000000175251.jpg,object_level,2,add a rubber duck on the bathtub edge,0.13500442798214435
000000175251.jpg,object_level,3,remove the clothes hanging in the background,0.23546957989668968
000000175251.jpg,object_level,4,add a small towel around the child's shoulders,
000000175251.jpg,object_level,cumulative,,0.42735463681772495
000000175251.jpg,global,1,"make the lighting warmer, like morning light",0.21565891019429181
000000175251.jpg,global,2,turn the photo into a black and white photo,
000000175251.jpg,global,3,make it look like an old vintage photograph,
000000175251.jpg,global,4,make the bathroom tiles blue,0.07891909808374753
000000175251.jpg,global,cumulative,,0.29457800827803937
000000002532.jpg,object_level,1,change the skier's jacket color to red,0.03198298142970114
000000002532.jpg,object_level,2,remove the tree on the right,0.04545348726287998
000000002532.jpg,object_level,3,add a second skier next to them,0.025769759263060875
000000002532.jpg,object_level,4,add a backpack on the skier,0.009614302913341376
000000002532.jpg,object_level,cumulative,,0.11282053086898337
000000002532.jpg,global,1,make it an overcast cloudy day,0.03994685718129037
000000002532.jpg,global,2,make it look like sunset lighting,0.037922898991136704
000000002532.jpg,global,3,turn the photo into a black and white photo,0.051452628023743084
000000002532.jpg,global,4,add heavy falling snow,0.03753728870681333
000000002532.jpg,global,cumulative,,0.16685967290298348
000000201072.jpg,object_level,1,change the player's outfit to blue,0.06970801673942996
000000201072.jpg,object_level,2,change the tennis racket's strings to red,0.06290034986244405
000000201072.jpg,object_level,3,remove the spectators in the background,0.2262826363764263
000000201072.jpg,object_level,4,add a wristband on his left wrist,0.008819139187963867
000000201072.jpg,object_level,cumulative,,0.3677101421662642
000000201072.jpg,global,1,make it look like a night match under stadium lights,0.08030849025381537
000000201072.jpg,global,2,make it a rainy match,0.06983059393426742
000000201072.jpg,global,3,turn the photo into a black and white photo,0.09472919474965966
000000201072.jpg,global,4,add golden sunset lighting,0.064540096544041
000000201072.jpg,global,cumulative,,0.30940837548178346
000000063047.jpg,object_level,1,change the man's shirt to a solid red shirt,0.06450203458840267
000000063047.jpg,object_level,2,remove his glasses,0.023971833287551415
000000063047.jpg,object_level,3,add a baseball cap on his head,0.015052182630422224
000000063047.jpg,object_level,4,change the paper bag to a blue bag,0.04079046827450744
000000063047.jpg,object_level,cumulative,,0.14431651878088375
000000063047.jpg,global,1,make it a rainy day,0.05096273199925675
000000063047.jpg,global,2,make it look like evening with warm lighting,0.06714858778282357
000000063047.jpg,global,3,turn the photo into a black and white photo,0.07586923514696392
000000063047.jpg,global,4,make it look like an old vintage photograph,0.026716987513273893
000000063047.jpg,global,cumulative,,0.22069754244231812
000000139077.jpg,object_level,1,change the child's shirt to blue,0.055489815034773814
000000139077.jpg,object_level,2,remove the stack of pillows on the cabinet,0.14848093229311754
000000139077.jpg,object_level,3,add a soccer ball on the floor,0.04254094109968741
000000139077.jpg,object_level,4,change the TV game's background color to purple,0.05540388357434058
000000139077.jpg,object_level,cumulative,,0.3019155720019193
000000139077.jpg,global,1,"make the room lighting dimmer, like evening",0.0848492489222299
000000139077.jpg,global,2,"make the whole scene look retro, like an old photograph",0.01407187167512386
000000139077.jpg,global,3,add warm sunset light through the window on the left,0.08375155016510587
000000139077.jpg,global,4,turn the photo into a black and white photo,0.08852722092570095
000000139077.jpg,global,cumulative,,0.2711998916881606
000000402473.jpg,object_level,1,change the black and white cat's fur to solid orange,0.08471954842584377
000000402473.jpg,object_level,2,add a collar with a bell on the tabby cat,0.12462827007776106
000000402473.jpg,object_level,3,remove the black and white cat,0.23441761876184086
000000402473.jpg,object_level,4,add a bow tie on the tabby cat,
000000402473.jpg,object_level,cumulative,,0.4437654372654457
000000402473.jpg,global,1,make the background light blue,0.048665140515528525
000000402473.jpg,global,2,turn the photo into a black and white photo,0.07973870104696255
000000402473.jpg,global,3,make it look like an old vintage photograph,0.019486270766246427
000000402473.jpg,global,4,add warm golden lighting,0.04910074207133164
000000402473.jpg,global,cumulative,,0.19699085440006914
000000079014.jpg,object_level,1,change the orange to an apple,0.07562855057662954
000000079014.jpg,object_level,2,remove the man's glasses,0.3439991647779123
000000079014.jpg,object_level,3,add a hat on the man,
000000079014.jpg,object_level,4,change his shirt color to blue,0.042785532387111504
000000079014.jpg,object_level,cumulative,,0.4624132477416534
000000079014.jpg,global,1,make it a rainy day,0.09750845613818526
000000079014.jpg,global,2,turn the photo into a black and white photo,0.08702024598397018
000000079014.jpg,global,3,make it look like an old vintage photograph,0.03719790242756298
000000079014.jpg,global,4,add golden sunset lighting,0.057622320498253235
000000079014.jpg,global,cumulative,,0.27934892504797165
000000138954.jpg,object_level,1,change the peach slices to orange slices,0.10617513055559565
000000138954.jpg,object_level,2,remove the cucumber slices,0.199720080460696
000000138954.jpg,object_level,3,add a lemon wedge on the plate,
000000138954.jpg,object_level,4,change the plate color to blue,0.2034764693151908
000000138954.jpg,object_level,cumulative,,0.5093716803314825
000000138954.jpg,global,1,make the lighting brighter and more golden,0.05418223956841978
000000138954.jpg,global,2,turn the photo into a black and white photo,0.13661505372225052
000000138954.jpg,global,3,make it look like a painting,0.01649909410601014
000000138954.jpg,global,4,"add a warm, cozy atmosphere",0.02120760532861154
000000138954.jpg,global,cumulative,,0.22850399272529198
000000384808.jpg,object_level,1,change the man's shirt to solid black,0.0711165545374875
000000384808.jpg,object_level,2,remove the cleaning bottles on the counter,0.13534772225031308
000000384808.jpg,object_level,3,add a plant on the sink counter,0.09812111069368212
000000384808.jpg,object_level,4,change the towel color to blue,0.03589585958752786
000000384808.jpg,object_level,cumulative,,0.3404812470690105
000000384808.jpg,global,1,"make the lighting warmer, like evening light",0.15590489413286815
000000384808.jpg,global,2,make the bathroom tiles blue,0.06254802932032093
000000384808.jpg,global,3,turn the photo into a black and white photo,0.049355895459875475
000000384808.jpg,global,4,make it look like an old vintage photograph,0.05186269986029615
000000384808.jpg,global,cumulative,,0.31967151877336064
000000457559.jpg,object_level,1,change the red team's jersey to yellow,0.11009472599728294
000000457559.jpg,object_level,2,change the ball to an orange ball,0.026236345241763596
000000457559.jpg,object_level,3,"remove the ""4th official"" sign",0.04386776465467939
000000457559.jpg,object_level,4,add a goalpost in the background,0.035959375857519287
000000457559.jpg,object_level,cumulative,,0.21615821175124522
000000457559.jpg,global,1,make it a rainy match,0.06078757697124878
000000457559.jpg,global,2,make it look like night under stadium lights,0.061711487901696956
000000457559.jpg,global,3,turn the photo into a black and white photo,0.09795835440998792
000000457559.jpg,global,4,add golden sunset lighting,0.06520884694996693
000000457559.jpg,global,cumulative,,0.2856662662329006
000000407943.jpg,object_level,1,change the umbrella's fabric to gold color,0.07555188198261012
000000407943.jpg,object_level,2,add a hat on the silhouette,0.10020797187400673
000000407943.jpg,object_level,3,remove the lights in the background,0.11369055275290041
000000407943.jpg,object_level,4,add a second umbrella beside it,0.12218101808285832
000000407943.jpg,object_level,cumulative,,0.41163142469237557
000000407943.jpg,global,1,make the whole photo colorful instead of black and white,0.06806179220355457
000000407943.jpg,global,2,make it look like a concert with colorful lights,0.09114619574463789
000000407943.jpg,global,3,turn the photo into a warm sepia tone,0.1067863651012517
000000407943.jpg,global,4,make it look like a painting,0.032730568649123035
000000407943.jpg,global,cumulative,,0.29872492169856724
000000579635.jpg,object_level,1,change the surfboard color to yellow,0.08836942875418177
000000579635.jpg,object_level,2,remove the sailboat on the horizon,0.07283372788714572
000000579635.jpg,object_level,3,add a dolphin jumping near the surfer,0.028788164642474662
000000579635.jpg,object_level,4,change the surfer's wetsuit color to blue,0.0226549569357809
000000579635.jpg,object_level,cumulative,,0.21264627821958307
000000579635.jpg,global,1,make it a cloudy overcast day,0.02605318347491121
000000579635.jpg,global,2,make it look like sunset lighting,0.07629958106029128
000000579635.jpg,global,3,turn the photo into a black and white photo,0.08672659496898143
000000579635.jpg,global,4,"add a stormy, dramatic sky",0.02718511586255528
000000579635.jpg,global,cumulative,,0.2162644753667392
000000125806.jpg,object_level,1,change one cow's fur color to brown,0.056123175253166124
000000125806.jpg,object_level,2,remove the wooden fence post,0.059508645914305006
000000125806.jpg,object_level,3,add a bell around one cow's neck,0.026765530367570695
000000125806.jpg,object_level,4,add a bird sitting on the fence,0.019218386636627782
000000125806.jpg,object_level,cumulative,,0.1616157381716696
000000125806.jpg,global,1,make it a snowy winter scene,0.07536087893969474
000000125806.jpg,global,2,make it look like sunset lighting,0.06469735658989645
000000125806.jpg,global,3,turn the photo into a black and white photo,0.0732873110701179
000000125806.jpg,global,4,add morning fog,0.04186664648506402
000000125806.jpg,global,cumulative,,0.2552121930847731
000000314294.jpg,object_level,1,change the elephant's skin tone to a lighter gray,0.06015804719876333
000000314294.jpg,object_level,2,remove the second elephant in the background,0.020963363967558817
000000314294.jpg,object_level,3,add a bird perched on the rock,0.02034534036377702
000000314294.jpg,object_level,4,add tusks to the elephant,0.08629582300348594
000000314294.jpg,object_level,cumulative,,0.18776257453358514
000000314294.jpg,global,1,make it a rainy day,0.058175027423348825
000000314294.jpg,global,2,make it look like golden sunset lighting,0.029069188565273324
000000314294.jpg,global,3,turn the photo into a black and white photo,0.08344032430601711
000000314294.jpg,global,4,add early morning fog,0.1386408411188948
000000314294.jpg,global,cumulative,,0.30932538141353405
000000426241.jpg,object_level,1,change the monitor's displayed image to a nature scene,0.1376784015218859
000000426241.jpg,object_level,2,remove the printer on the left,0.025641903735164232
000000426241.jpg,object_level,3,add a coffee mug on the desk,0.13440974838026468
000000426241.jpg,object_level,4,change the keyboard color to white,0.05843562300685496
000000426241.jpg,object_level,cumulative,,0.35616567664416976
000000426241.jpg,global,1,"make the room lighting dimmer, like night time",0.053388470264426904
000000426241.jpg,global,2,"make the whole scene look retro, like an old photograph",0.03917282744145614
000000426241.jpg,global,3,add warm sunset light through a window,0.17664712385584447
000000426241.jpg,global,4,make it look like a sketch drawing,0.08785149304077051
000000426241.jpg,global,cumulative,,0.35705991460249803
000000576566.jpg,object_level,1,change the skateboarder's shirt to blue,0.04404179257996913
000000576566.jpg,object_level,2,remove the ramp on the ground,0.12157404238927108
000000576566.jpg,object_level,3,add a helmet on the skateboarder,0.03199091191718366
000000576566.jpg,object_level,4,change the skateboard's wheels to red,0.03534574709168805
000000576566.jpg,object_level,cumulative,,0.23295249397811194
000000576566.jpg,global,1,make it a sunny clear day,0.06481911452471524
000000576566.jpg,global,2,make it look like sunset lighting,0.05141972533241674
000000576566.jpg,global,3,turn the photo into a black and white photo,0.07493809020332971
000000576566.jpg,global,4,add rain falling,0.01965506914065025
000000576566.jpg,global,cumulative,,0.21083199920111195
000000449909.jpg,object_level,1,change the boy's jacket to black,0.024236153015494734
000000449909.jpg,object_level,2,change the giraffe's spot pattern to darker brown,0.16707507881082417
000000449909.jpg,object_level,3,remove the rocks in the foreground,0.06162866943361332
000000449909.jpg,object_level,4,add a second giraffe standing behind the first,0.03143868504034569
000000449909.jpg,object_level,cumulative,,0.2843785863002779
000000449909.jpg,global,1,make it a rainy day,0.029561498961928424
000000449909.jpg,global,2,make it look like golden sunset lighting,0.07381311231052581
000000449909.jpg,global,3,turn the photo into a black and white photo,0.08820230720899262
000000449909.jpg,global,4,add early morning fog,0.076298227481787
000000449909.jpg,global,cumulative,,0.26787514596323386
000000311928.jpg,object_level,1,change the boy's cap to red,0.05235230612579893
000000311928.jpg,object_level,2,change the ball color to orange,0.04234113379031381
000000311928.jpg,object_level,3,remove the tall grass in the background,0.2686188805290952
000000311928.jpg,object_level,4,add a baseball glove on the ground,
000000311928.jpg,object_level,cumulative,,0.36331232044520795
000000311928.jpg,global,1,make it an overcast cloudy day,0.04202203957910609
000000311928.jpg,global,2,make it look like golden sunset lighting,0.04036499613709694
000000311928.jpg,global,3,turn the photo into a black and white photo,0.084497142379185
000000311928.jpg,global,4,make it look like an old vintage photograph,0.02453120407947305
